Customer_ID,Name_and_Surname,Age,Gender,Location,Income_Level,Policy_Type,Premium_Amount,Dependents,Payment_Method,Late_Payments,Missed_Payments,Number_of_Complaints,Claims_Filed,Customer_Tenure,Service_Satisfaction,Churn_Percentage
2829,Taurai Mashava,36,Male,Bulawayo,Medium,Family,70,5,Mobile Money,5,5,0,2,3,2,92
2830,Nyarai Mutasa,57,Female,Victoria Falls,High,Family,67,2,Mobile Money,8,2,4,0,2,5,100
2831,Simbarashe Chikwanda,18,Male,Harare,Low,Family,112,0,Ecocash,3,2,3,1,2,2,91
2832,Kundai Masuku,55,Female,Kwekwe,Medium,Individual,87,3,Bank Debit,7,1,4,2,9,5,90
2833,Natsai Mpofu,65,Male,Chitungwiza,Medium,Family,92,3,Cash,7,4,3,1,2,5,100
2834,Shingirai Moyo,23,Male,Chitungwiza,Medium,Individual,17,2,Cash,9,4,0,2,5,3,97
2835,Precious Ncube,40,Female,Kadoma,Low,Family,109,5,Bank Debit,7,3,1,0,6,4,82
2836,Natsai Mutsvangwa,19,Male,Bulawayo,High,Individual,97,3,Mobile Money,1,1,0,3,2,5,20
2837,Rudo Mashava,35,Male,Harare,Low,Family,60,4,Ecocash,6,4,2,3,4,5,86
2838,Simba Mupfumi,51,Male,Mutare,Low,Family,49,0,Bank Debit,5,4,0,1,1,2,87
2839,Prince Chikafu,35,Male,Bindura,Medium,Family,111,0,Bank Debit,6,2,2,2,6,5,72
2840,Kudakwashe Munyai,51,Female,Bindura,Medium,Family,114,2,Cash,6,2,4,0,9,1,100
2841,Fadzai Mupunga,24,Female,Kadoma,Low,Family,25,4,Mobile Money,1,0,2,1,4,4,41
2842,Nyarai Sibanda,21,Male,Chegutu,Medium,Family,101,0,Bank Debit,0,3,1,0,8,1,71
2843,Tafadzwa Mupoperi,43,Female,Norton,Medium,Individual,32,1,Bank Debit,2,4,1,3,8,2,80
2844,Tanaka Mutsvairo,52,Male,Bindura,High,Individual,84,5,Mobile Money,4,3,1,3,6,2,83
2845,Tinashe Sibanda,46,Male,Hwange,High,Family,37,0,Mobile Money,8,3,0,3,7,4,77
2846,Shamiso Chibanda,60,Male,Chegutu,High,Family,60,0,Cash,6,4,0,0,7,2,90
2847,Kudzai Moyo,32,Male,Chegutu,Medium,Family,43,3,Cash,0,5,1,0,7,1,85
2848,Anesu Mapfumo,60,Female,Gweru,High,Family,29,0,Bank Debit,6,3,0,3,8,5,59
2849,Precious Mupoperi,24,Male,Norton,High,Family,30,2,Ecocash,1,2,2,3,4,1,79
2850,Nyarai Nkomo,62,Female,Chegutu,Medium,Individual,25,4,Mobile Money,3,3,1,3,8,2,78
2851,Tadiwa Sibanda,58,Male,Kwekwe,High,Family,10,1,Bank Debit,8,0,1,1,2,5,58
2852,Rudo Masango,64,Male,Kadoma,Low,Individual,35,3,Cash,5,5,4,0,2,1,100
2853,Fadzai Mupfumi,54,Male,Masvingo,Medium,Individual,35,0,Ecocash,0,1,1,0,9,5,25
2854,Rutendo Chirume,35,Female,Hwange,Low,Family,31,2,Ecocash,0,1,0,2,7,1,47
2855,Tendai Chibanda,65,Male,Victoria Falls,Medium,Individual,60,4,Ecocash,4,1,2,2,1,5,57
2856,Rutendo Moyo,32,Female,Bindura,Medium,Individual,40,5,Cash,1,5,4,1,7,3,100
2857,Prince Mapfumo,57,Female,Kwekwe,High,Family,67,4,Bank Debit,7,1,2,1,5,4,78
2858,Kundai Chikwanda,60,Male,Mutare,Low,Individual,45,5,Mobile Money,7,4,1,1,7,2,100
2859,Shamiso Mashingaidze,28,Female,Gweru,Medium,Individual,72,1,Mobile Money,2,5,3,0,9,4,91
2860,Tendai Nkomo,57,Male,Gweru,Low,Individual,111,4,Mobile Money,0,5,2,1,3,1,95
2861,Faith Mupamhanga,47,Male,Norton,Low,Family,82,5,Mobile Money,8,2,2,0,7,2,100
2862,Elton Chiweshe,29,Female,Norton,Low,Family,69,5,Bank Debit,9,2,4,1,9,2,100
2863,Kudakwashe Mataruse,28,Male,Bindura,Medium,Individual,34,1,Bank Debit,3,1,4,0,9,4,78
2864,Blessing Nkala,51,Male,Chitungwiza,Low,Family,82,0,Bank Debit,5,1,3,3,1,1,100
2865,Nyarai Dube,44,Male,Kadoma,High,Family,91,5,Ecocash,9,5,3,2,2,5,100
2866,Natsai Mpofu,22,Female,Victoria Falls,High,Family,48,4,Cash,5,5,0,1,9,4,76
2867,Farai Masuku,51,Male,Marondera,Medium,Family,74,5,Bank Debit,9,0,4,2,1,5,95
2868,Kundai Sibanda,34,Male,Bulawayo,High,Family,84,0,Bank Debit,9,1,3,1,6,1,100
2869,Tanaka Mupamhanga,69,Female,Kadoma,Low,Individual,16,4,Mobile Money,1,0,0,3,5,2,37
2870,Natsai Masuku,33,Female,Kariba,High,Family,34,5,Bank Debit,2,1,2,0,9,5,45
2871,Kudzai Nkomo,32,Male,Kariba,Medium,Family,16,0,Mobile Money,4,5,4,2,9,5,100
2872,Ashley Mhlanga,35,Female,Mutare,Medium,Individual,38,5,Bank Debit,7,3,1,0,9,4,82
2873,Shamiso Mashiri,32,Female,Norton,Low,Individual,13,0,Mobile Money,4,4,0,1,7,5,56
2874,Rumbidzai Chirume,52,Female,Chitungwiza,High,Family,21,3,Mobile Money,8,5,0,1,8,4,91
2875,Simbarashe Masuku,33,Male,Kariba,Low,Individual,60,1,Bank Debit,9,1,3,0,7,5,90
2876,Nyasha Mutizwa,62,Female,Kariba,Medium,Family,56,2,Mobile Money,8,3,2,2,4,3,100
2877,Ashley Mhlanga,57,Male,Kariba,High,Individual,111,1,Ecocash,8,4,3,2,8,5,100
2878,Farai Masuku,29,Male,Marondera,Medium,Individual,21,2,Mobile Money,5,4,0,0,4,2,85
2879,Farai Chiweshe,32,Male,Victoria Falls,High,Individual,113,3,Ecocash,3,4,1,0,1,2,87
2880,Brian Mupfudze,54,Female,Norton,High,Individual,108,3,Cash,0,5,0,0,5,3,59
2881,Nyasha Mashiri,59,Male,Masvingo,Low,Individual,30,3,Bank Debit,1,0,4,3,4,2,77
2882,Kudakwashe Mhlanga,37,Female,Kwekwe,Low,Individual,23,0,Cash,6,0,1,2,9,2,72
2883,Simba Mupunga,31,Male,Bindura,High,Individual,52,3,Mobile Money,8,0,0,1,3,1,80
2884,Kudzai Ndlovu,46,Male,Harare,High,Family,110,5,Cash,3,2,1,3,9,2,71
2885,Rudo Ncube,51,Female,Chegutu,Medium,Family,113,5,Mobile Money,9,1,1,1,3,1,100
2886,Clive Masuku,66,Male,Marondera,Low,Individual,44,4,Ecocash,1,2,4,3,4,3,83
2887,Nyarai Masuku,28,Female,Masvingo,Medium,Individual,20,1,Ecocash,8,4,4,2,9,3,100
2888,Tendekai Nkomo,29,Female,Bulawayo,High,Individual,92,2,Cash,5,4,0,3,5,3,77
2889,Tatenda Ndlovu,31,Female,Kadoma,Low,Individual,30,0,Mobile Money,9,0,4,3,6,1,100
2890,Anesu Mashiri,40,Female,Kadoma,Medium,Family,19,2,Ecocash,9,3,4,3,8,1,100
2891,Kudakwashe Chikowore,56,Male,Hwange,Low,Individual,60,2,Mobile Money,6,4,1,3,9,2,100
2892,Prince Nkomo,56,Male,Gweru,High,Individual,31,2,Bank Debit,9,4,1,0,5,2,100
2893,Shamiso Mutasa,62,Female,Bulawayo,Low,Individual,95,5,Mobile Money,5,1,2,2,8,4,68
2894,Tendai Mhlanga,52,Male,Bindura,High,Individual,16,4,Bank Debit,9,1,0,0,9,2,84
2895,Takudzwa Nkomo,61,Male,Norton,High,Family,49,0,Ecocash,3,4,1,1,1,2,87
2896,Ashley Mupfudze,62,Male,Chegutu,Low,Family,77,4,Ecocash,3,3,2,1,3,5,64
2897,Farai Chikwanda,23,Female,Mutare,High,Individual,79,1,Ecocash,3,3,0,0,8,5,44
2898,Nyarai Mupunga,29,Male,Gweru,Low,Family,29,3,Ecocash,9,2,4,0,3,5,100
2899,Elton Mashingaidze,28,Male,Kariba,High,Family,27,3,Ecocash,1,2,3,1,8,3,73
2900,Rutendo Chikwanda,67,Female,Kadoma,Medium,Family,31,0,Cash,6,5,3,3,8,5,100
2901,Faith Munetsi,52,Female,Hwange,Medium,Individual,108,3,Bank Debit,7,1,4,1,1,4,100
2902,Anesu Sibanda,19,Female,Mutare,Medium,Family,54,2,Cash,6,2,1,3,9,1,94
2903,Takudzwa Mpofu,29,Female,Kariba,High,Family,63,1,Mobile Money,9,4,4,2,4,1,100
2904,Tanaka Mhlanga,40,Male,Gweru,High,Individual,55,1,Ecocash,8,4,1,1,9,2,100
2905,Nyarai Mupamhanga,60,Male,Hwange,Low,Family,42,5,Bank Debit,1,5,0,1,4,2,72
2906,Memory Mpofu,54,Female,Bindura,Low,Individual,72,5,Ecocash,6,5,2,1,9,1,100
2907,Fadzai Chikafu,62,Male,Kariba,Low,Family,29,4,Mobile Money,3,5,0,0,8,1,90
2908,Elton Mutsvairo,53,Female,Gweru,High,Family,104,0,Ecocash,3,1,1,2,5,4,48
2909,Tendekai Chikafu,57,Male,Victoria Falls,Low,Family,61,1,Cash,6,4,4,1,4,2,100
2910,Shingirai Mataruse,63,Male,Harare,Low,Individual,25,5,Cash,2,4,2,1,9,4,74
2911,Tonderai Mutsvairo,29,Male,Kariba,Medium,Family,37,5,Cash,3,4,1,1,2,3,77
2912,Nyarai Mupamhanga,49,Male,Bindura,Low,Individual,118,0,Ecocash,6,0,4,0,3,2,100
2913,Kudzai Mupinga,29,Female,Kariba,Low,Individual,89,2,Ecocash,4,1,0,2,9,2,59
2914,Melody Masuku,39,Female,Norton,Medium,Family,58,2,Ecocash,1,5,4,1,2,2,100
2915,Tafadzwa Mupfumi,21,Female,Kwekwe,High,Family,52,5,Ecocash,7,4,0,1,2,1,100
2916,Tafadzwa Masuku,58,Male,Mutare,Medium,Individual,24,5,Cash,4,5,1,2,3,2,97
2917,Precious Mupfudze,27,Female,Mutare,High,Individual,14,2,Bank Debit,6,4,3,3,9,3,100
2918,Shingirai Mutizwa,29,Female,Bindura,Low,Family,58,4,Cash,5,1,3,0,9,2,94
2919,Tinashe Mupfudze,36,Female,Masvingo,High,Individual,10,0,Cash,2,5,1,0,6,1,95
2920,Memory Sibanda,48,Male,Kariba,High,Family,15,5,Ecocash,8,3,0,2,4,5,69
2921,Simbarashe Mapfumo,31,Male,Mutare,Low,Individual,17,5,Bank Debit,7,4,1,2,6,2,100
2922,Simba Mashiri,62,Male,Norton,High,Individual,63,5,Mobile Money,1,4,3,1,4,3,87
2923,Shamiso Mupfumi,47,Female,Marondera,High,Family,75,5,Bank Debit,6,1,1,0,2,4,63
2924,Shamiso Chigumba,22,Female,Norton,Medium,Individual,69,4,Ecocash,6,2,2,0,6,5,72
2925,Tendai Mashiri,41,Male,Masvingo,High,Individual,29,0,Mobile Money,4,3,2,1,9,5,69
2926,Farai Chikore,42,Male,Bindura,Medium,Family,115,0,Cash,9,2,3,3,4,1,100
2927,Anesu Mupamhanga,46,Female,Hwange,High,Individual,10,2,Mobile Money,4,5,0,1,9,3,79
2928,Kudakwashe Mupfudze,67,Male,Bulawayo,Medium,Individual,91,5,Bank Debit,4,5,4,3,9,1,100
2929,Prince Matiza,43,Female,Hwange,Medium,Family,103,4,Bank Debit,2,5,0,1,3,5,53
2930,Tendekai Chigumba,45,Female,Norton,Low,Family,65,1,Bank Debit,1,0,1,1,6,1,55
2931,Rutendo Chirume,49,Female,Norton,Low,Family,43,2,Mobile Money,4,1,1,2,8,3,61
2932,Farai Ndlovu,43,Female,Gweru,Medium,Family,39,3,Bank Debit,1,5,3,1,8,3,94
2933,Faith Mupoperi,52,Male,Norton,High,Family,36,5,Mobile Money,4,0,0,2,5,1,60
2934,Takudzwa Mashava,23,Male,Kwekwe,High,Individual,43,0,Bank Debit,4,3,4,1,5,4,97
2935,Kundai Mapfumo,41,Female,Chitungwiza,Low,Individual,56,5,Ecocash,4,4,0,1,1,3,74
2936,Fadzai Chirume,37,Male,Masvingo,High,Family,106,1,Ecocash,4,0,4,1,9,3,84
2937,Tatenda Mutsvairo,69,Male,Marondera,Medium,Individual,64,0,Mobile Money,7,4,2,2,7,1,100
2938,Tinotenda Mashava,46,Female,Masvingo,High,Family,98,3,Bank Debit,6,4,4,0,3,4,100
2939,Natsai Chirume,31,Male,Chegutu,Low,Family,71,0,Ecocash,0,3,2,1,5,4,57
2940,Tariro Chirume,37,Male,Gweru,Medium,Family,97,1,Bank Debit,2,3,2,3,6,3,75
2941,Kudakwashe Sibanda,33,Male,Kwekwe,Low,Individual,31,1,Ecocash,1,0,1,1,1,5,25
2942,Shingirai Mupamhanga,45,Female,Norton,High,Family,95,3,Ecocash,5,5,2,0,3,3,100
2943,Tendai Mutambara,54,Male,Bindura,Low,Family,56,3,Mobile Money,8,1,1,3,3,3,81
2944,Memory Chikafu,43,Male,Norton,Medium,Family,59,1,Mobile Money,4,5,0,2,3,3,79
2945,Tatenda Masango,22,Female,Norton,Medium,Family,91,5,Cash,4,4,1,0,9,5,66
2946,Kundai Masango,45,Male,Victoria Falls,High,Individual,81,2,Bank Debit,2,0,0,2,1,5,20
2947,Melody Munetsi,29,Male,Harare,Low,Family,52,3,Cash,7,3,1,2,6,1,100
2948,Clive Mupfudze,42,Female,Harare,Low,Individual,39,5,Ecocash,1,5,0,2,5,4,56
2949,Elton Masuku,26,Female,Harare,Low,Individual,30,5,Bank Debit,8,2,1,3,3,3,88
2950,Tadiwa Mupinga,32,Male,Kadoma,High,Family,118,5,Cash,1,3,1,2,7,5,44
2951,Simbarashe Chikafu,71,Female,Victoria Falls,High,Family,113,2,Bank Debit,5,2,3,2,1,1,100
2952,Nyarai Mutasa,55,Male,Kariba,Medium,Individual,49,5,Cash,2,1,0,3,9,4,33
2953,Tawanda Chirinda,34,Male,Kwekwe,High,Individual,74,3,Mobile Money,2,2,4,2,9,4,80
2954,Elton Dube,25,Female,Victoria Falls,Medium,Family,68,5,Mobile Money,5,4,0,3,8,3,77
2955,Takudzwa Mutsvangwa,34,Male,Harare,Medium,Individual,41,5,Bank Debit,3,3,1,2,3,1,86
2956,Clive Mupinga,57,Male,Kwekwe,High,Family,15,1,Cash,5,0,1,1,9,5,43
2957,Kudzai Chigumba,24,Female,Victoria Falls,High,Individual,100,4,Cash,2,2,1,0,8,2,66
2958,Tariro Nkala,34,Female,Kwekwe,High,Individual,100,1,Bank Debit,1,5,2,2,7,4,76
2959,Prince Mashingaidze,34,Male,Chitungwiza,Medium,Family,52,0,Ecocash,8,1,0,1,5,3,71
2960,Nyasha Chirume,35,Male,Masvingo,High,Family,93,3,Cash,7,3,4,2,1,4,100
2961,Tapiwa Mashava,67,Female,Harare,Low,Family,46,2,Ecocash,7,1,1,3,1,1,94
2962,Precious Mupfumi,38,Male,Bindura,Medium,Individual,110,0,Bank Debit,7,0,0,3,6,1,75
2963,Shamiso Masuku,30,Female,Marondera,High,Individual,36,4,Cash,1,3,4,3,5,3,90
2964,Kudakwashe Ncube,27,Male,Gweru,High,Individual,69,1,Cash,4,3,1,2,8,2,83
2965,Tendekai Mutizwa,48,Female,Kariba,Low,Individual,57,3,Ecocash,9,0,4,3,1,5,95
2966,Nyasha Mutsvairo,49,Female,Norton,High,Family,35,1,Cash,1,1,1,1,4,4,38
2967,Memory Mutambara,47,Female,Harare,High,Family,76,5,Bank Debit,3,5,3,1,3,5,88
2968,Nyasha Chikafu,44,Male,Kariba,Low,Family,76,3,Cash,7,5,1,1,7,1,100
2969,Rumbidzai Mashiri,61,Male,Marondera,High,Family,100,5,Bank Debit,1,5,1,1,5,5,58
2970,Faith Sibanda,69,Male,Mutare,High,Individual,58,5,Mobile Money,4,0,0,2,3,3,44
2971,Tatenda Mutizwa,23,Male,Mutare,Low,Individual,117,5,Cash,0,3,0,3,9,3,45
2972,Ashley Mashingaidze,38,Female,Norton,High,Individual,23,4,Ecocash,2,1,1,3,5,1,67
2973,Clive Munyai,74,Male,Kariba,High,Individual,45,3,Cash,9,1,0,1,7,5,60
2974,Tendekai Mhlanga,62,Female,Marondera,Low,Individual,13,0,Bank Debit,9,3,4,1,2,4,100
2975,Rumbidzai Mhlanga,58,Male,Hwange,High,Individual,16,1,Ecocash,9,2,2,3,3,3,100
2976,Kudakwashe Mataruse,22,Male,Kwekwe,Medium,Individual,66,5,Ecocash,3,2,0,1,1,3,55
2977,Melody Ncube,47,Female,Bulawayo,High,Individual,28,1,Bank Debit,2,5,1,3,1,1,97
2978,Tendai Matiza,42,Male,Gweru,Low,Individual,20,4,Mobile Money,2,4,2,1,6,2,90
2979,Tafadzwa Chigumba,57,Male,Kadoma,High,Family,80,3,Cash,4,1,4,0,3,1,100
2980,Melody Mutizwa,45,Female,Marondera,Low,Individual,112,3,Mobile Money,9,2,1,1,5,1,100
2981,Simba Mupoperi,59,Female,Bindura,Medium,Family,91,3,Bank Debit,7,2,2,3,3,1,100
2982,Kudakwashe Mupamhanga,29,Female,Mutare,High,Individual,15,5,Cash,6,0,0,3,4,2,62
2983,Tafadzwa Nkala,62,Female,Chitungwiza,High,Individual,65,3,Cash,8,1,1,0,6,5,65
2984,Tawanda Chikowore,56,Female,Gweru,Low,Family,32,1,Ecocash,5,2,1,3,6,2,81
2985,Clive Mashiri,68,Female,Bindura,Medium,Family,31,2,Cash,9,4,1,2,9,1,100
2986,Simbarashe Matiza,64,Female,Victoria Falls,High,Individual,42,0,Mobile Money,3,2,1,2,4,4,55
2987,Rutendo Chiweshe,55,Male,Masvingo,Medium,Individual,82,5,Bank Debit,8,1,2,1,1,3,93
2988,Clive Mutizwa,21,Male,Kadoma,Low,Individual,107,4,Bank Debit,2,2,2,3,5,2,76
2989,Nyarai Mutsvairo,74,Female,Gweru,Low,Family,39,4,Mobile Money,8,5,3,0,3,3,100
2990,Rudo Chirume,34,Female,Victoria Falls,Low,Family,61,2,Ecocash,2,3,0,2,6,3,55
2991,Precious Chirume,33,Male,Victoria Falls,Medium,Individual,95,5,Mobile Money,2,3,2,2,4,4,67
2992,Blessing Chibanda,69,Female,Bulawayo,High,Family,40,3,Bank Debit,2,4,1,1,5,3,72
2993,Fadzai Mutizwa,72,Male,Marondera,Medium,Family,44,0,Cash,1,2,0,3,8,2,51
2994,Farai Chikore,48,Male,Masvingo,Low,Individual,26,5,Cash,8,0,1,1,2,5,58
2995,Tariro Mhlanga,26,Male,Bindura,High,Individual,61,3,Cash,6,5,4,1,5,4,100
2996,Shingirai Mutsvangwa,71,Female,Hwange,Low,Individual,62,3,Cash,0,1,4,1,5,2,79
2997,Taurai Sibanda,54,Male,Kwekwe,Medium,Family,63,1,Cash,9,5,2,0,3,3,100
2998,Tawanda Chirinda,18,Female,Kariba,Medium,Family,80,4,Ecocash,6,5,2,0,7,4,100
2999,Tinashe Mupfumi,71,Male,Kwekwe,High,Individual,52,2,Ecocash,2,4,4,2,1,2,100
3000,Tonderai Nkomo,32,Female,Chegutu,Medium,Family,90,5,Ecocash,1,0,2,2,5,3,49
3001,Faith Chikwanda,69,Female,Norton,High,Family,84,2,Ecocash,1,5,3,1,3,4,86
3002,Rudo Mutambara,36,Male,Bulawayo,High,Individual,46,2,Bank Debit,8,1,2,2,5,3,91
3003,Memory Mupinga,67,Male,Gweru,Medium,Family,17,2,Cash,8,2,3,3,2,5,92
3004,Tafadzwa Chikafu,28,Female,Norton,High,Individual,119,3,Ecocash,5,0,2,2,5,3,69
3005,Nyasha Dube,48,Male,Kadoma,Low,Family,59,5,Ecocash,8,2,0,2,8,5,62
3006,Takudzwa Nkomo,62,Male,Kadoma,Low,Family,100,4,Bank Debit,7,1,3,3,9,2,100
3007,Kundai Mpofu,32,Male,Bindura,Medium,Family,67,1,Cash,9,4,2,3,2,4,100
3008,Kudakwashe Mashava,73,Male,Masvingo,Low,Family,35,1,Bank Debit,9,4,2,1,2,3,100
3009,Kundai Moyo,72,Male,Norton,High,Family,107,0,Cash,9,4,4,2,6,2,100
3010,Tinotenda Masango,52,Female,Kwekwe,High,Family,53,4,Cash,6,4,4,1,5,3,100
3011,Anesu Mupfumi,30,Female,Gweru,Medium,Individual,56,3,Ecocash,3,1,2,2,6,4,58
3012,Kudzai Ndlovu,31,Female,Kwekwe,High,Individual,116,5,Bank Debit,3,4,4,1,1,4,100
3013,Tadiwa Munyai,35,Male,Chegutu,Low,Family,95,5,Ecocash,7,0,0,2,6,5,43
3014,Precious Mashiri,58,Female,Bindura,High,Individual,49,1,Bank Debit,7,3,2,1,2,2,100
3015,Blessing Mutambara,72,Female,Hwange,High,Individual,56,5,Ecocash,8,0,4,2,7,2,100
3016,Takudzwa Nkala,21,Female,Kadoma,High,Family,13,1,Mobile Money,3,2,0,1,6,3,53
3017,Brian Mupunga,64,Male,Chitungwiza,High,Family,63,1,Ecocash,7,2,4,0,8,1,100
3018,Tendekai Chirume,35,Female,Chegutu,Medium,Family,107,4,Cash,1,4,2,1,1,5,63
3019,Kudzai Mupinga,39,Female,Norton,Low,Individual,98,2,Mobile Money,6,4,4,1,7,2,100
3020,Elton Ndlovu,60,Male,Hwange,Low,Family,108,2,Bank Debit,6,2,2,2,6,3,88
3021,Tinotenda Masuku,50,Male,Mutare,High,Family,95,0,Mobile Money,9,1,2,3,2,5,80
3022,Elton Mupamhanga,41,Female,Chitungwiza,High,Individual,49,4,Bank Debit,2,4,3,1,4,3,92
3023,Nyarai Masuku,40,Female,Harare,Medium,Family,57,5,Cash,1,4,4,3,4,4,89
3024,Takudzwa Munyai,54,Female,Mutare,High,Individual,20,2,Bank Debit,2,5,4,0,3,3,100
3025,Kudakwashe Chikore,41,Male,Kwekwe,High,Individual,110,3,Mobile Money,6,2,1,3,7,4,70
3026,Clive Chiweshe,55,Female,Kadoma,High,Family,45,0,Bank Debit,2,1,2,2,8,1,77
3027,Shingirai Mashiri,36,Male,Mutare,Medium,Family,71,2,Ecocash,0,3,0,0,6,5,29
3028,Blessing Chirinda,21,Male,Mutare,Medium,Family,26,3,Bank Debit,8,2,1,1,8,5,72
3029,Simbarashe Chirume,62,Male,Masvingo,Low,Family,36,5,Mobile Money,3,1,4,0,2,3,86
3030,Tinashe Mupinga,52,Female,Kariba,Medium,Individual,24,4,Bank Debit,5,4,0,3,9,3,77
3031,Shamiso Mapfumo,52,Female,Bulawayo,High,Individual,71,0,Bank Debit,9,3,4,1,9,4,100
3032,Kudakwashe Mataruse,30,Female,Harare,Medium,Individual,115,5,Bank Debit,0,4,0,1,7,2,60
3033,Rumbidzai Matiza,48,Female,Hwange,Medium,Family,104,4,Bank Debit,4,3,3,3,2,2,100
3034,Simbarashe Chibanda,25,Female,Chegutu,Medium,Individual,79,0,Cash,2,5,1,3,9,4,71
3035,Natsai Mashava,49,Male,Norton,High,Individual,85,5,Mobile Money,0,2,1,0,2,5,32
3036,Tafadzwa Chikwanda,29,Male,Norton,High,Family,87,4,Bank Debit,8,2,2,0,1,3,100
3037,Simba Mutambara,37,Male,Masvingo,Low,Family,87,5,Bank Debit,8,3,0,0,7,4,77
3038,Natsai Mupunga,45,Female,Chitungwiza,Medium,Family,20,3,Mobile Money,2,4,4,0,1,4,96
3039,Tendai Mupfumi,65,Male,Marondera,Low,Individual,25,5,Mobile Money,3,2,3,2,4,5,67
3040,Taurai Mupfudze,33,Male,Norton,High,Individual,70,4,Ecocash,1,5,2,0,1,3,86
3041,Ashley Chikowore,70,Female,Kadoma,Medium,Family,65,4,Ecocash,1,5,1,3,4,2,82
3042,Kudakwashe Mutizwa,72,Male,Gweru,High,Family,44,3,Ecocash,9,4,1,1,1,1,100
3043,Taurai Moyo,50,Male,Mutare,Medium,Family,58,4,Ecocash,8,4,3,0,1,2,100
3044,Fadzai Chikore,67,Male,Kariba,Low,Family,35,3,Bank Debit,4,3,4,2,6,5,89
3045,Tawanda Mupoperi,70,Female,Mutare,Medium,Family,86,1,Bank Debit,7,0,0,3,6,1,75
3046,Nyarai Chiweshe,55,Female,Masvingo,Medium,Family,28,2,Mobile Money,4,3,4,0,6,4,97
3047,Taurai Ncube,47,Male,Norton,Low,Family,96,1,Cash,3,3,0,3,8,1,76
3048,Tariro Mutambara,66,Male,Hwange,Medium,Family,80,0,Mobile Money,4,5,2,0,2,3,99
3049,Tawanda Munyoro,30,Male,Chegutu,Medium,Family,16,3,Mobile Money,9,5,1,3,4,3,100
3050,Precious Munetsi,59,Male,Harare,Medium,Individual,43,1,Bank Debit,2,4,2,0,4,3,82
3051,Rudo Chikowore,19,Male,Chegutu,High,Individual,31,1,Bank Debit,2,3,2,0,5,3,75
3052,Kundai Mutizwa,35,Female,Victoria Falls,Medium,Individual,49,3,Cash,7,5,0,0,7,4,86
3053,Tapiwa Munyoro,48,Male,Gweru,Low,Individual,102,4,Mobile Money,2,3,1,2,5,1,81
3054,Rutendo Mapfumo,72,Female,Bulawayo,Low,Family,19,0,Mobile Money,6,4,0,2,9,5,66
3055,Tonderai Mupamhanga,45,Female,Bulawayo,Low,Family,106,0,Ecocash,0,1,2,3,9,2,59
3056,Simba Mupamhanga,37,Male,Harare,High,Individual,99,1,Bank Debit,3,2,3,1,4,2,91
3057,Kudakwashe Mupunga,34,Female,Masvingo,Medium,Individual,92,2,Mobile Money,8,3,1,1,4,4,87
3058,Memory Chiweshe,49,Female,Hwange,High,Individual,26,0,Cash,5,3,4,2,5,2,100
3059,Rutendo Munetsi,60,Female,Marondera,Low,Family,116,4,Bank Debit,8,2,1,0,5,3,88
3060,Blessing Mupunga,39,Male,Bindura,Low,Family,37,3,Cash,0,4,4,1,5,1,100
3061,Tariro Chirinda,30,Male,Masvingo,High,Family,108,0,Mobile Money,8,1,0,3,5,4,63
3062,Rudo Mutambara,46,Male,Kadoma,Medium,Family,41,5,Bank Debit,5,5,4,3,4,4,100
3063,Farai Chirume,46,Female,Harare,Low,Individual,109,0,Ecocash,2,1,0,2,5,4,33
3064,Anesu Ncube,21,Male,Bindura,Low,Individual,89,1,Bank Debit,0,1,1,2,3,1,57
3065,Natsai Ndlovu,28,Male,Bulawayo,High,Individual,82,2,Cash,3,2,2,2,4,4,65
3066,Prince Mutizwa,30,Male,Hwange,Medium,Family,84,4,Mobile Money,2,1,1,3,8,4,43
3067,Tonderai Chikafu,21,Female,Kwekwe,Low,Family,86,1,Bank Debit,2,2,1,3,2,4,50
3068,Anesu Mupfumi,22,Female,Hwange,Medium,Individual,99,1,Mobile Money,9,0,0,2,4,3,69
3069,Melody Masuku,65,Male,Chitungwiza,Medium,Individual,63,1,Cash,6,5,2,3,1,3,100
3070,Tinotenda Chikowore,52,Male,Chegutu,Medium,Family,32,3,Mobile Money,9,2,2,3,4,3,100
3071,Tinashe Matiza,53,Male,Chitungwiza,High,Family,44,3,Mobile Money,4,4,0,3,1,2,82
3072,Simba Ndlovu,60,Male,Kariba,Low,Individual,100,0,Ecocash,0,2,4,2,2,4,70
3073,Memory Mhlanga,48,Female,Bulawayo,Medium,Individual,74,2,Mobile Money,3,3,0,0,2,2,68
3074,Tinashe Mapfumo,68,Female,Kwekwe,High,Individual,61,5,Cash,1,4,0,1,8,1,73
3075,Fadzai Munyoro,59,Male,Bulawayo,Low,Individual,13,0,Ecocash,6,4,3,3,4,3,100
3076,Tatenda Chikore,42,Male,Chitungwiza,High,Family,38,2,Cash,1,5,2,3,7,2,92
3077,Natsai Ndlovu,31,Male,Mutare,Medium,Individual,20,1,Bank Debit,4,0,2,2,8,4,56
3078,Takudzwa Mashava,26,Male,Chitungwiza,Low,Family,29,2,Cash,0,4,2,0,7,5,56
3079,Shamiso Sibanda,49,Male,Chitungwiza,Low,Family,102,0,Cash,9,2,2,2,8,5,87
3080,Ashley Chikore,71,Female,Bulawayo,Medium,Individual,41,4,Ecocash,4,2,4,3,5,5,82
3081,Brian Nkala,21,Male,Hwange,Medium,Family,20,2,Cash,6,4,2,2,6,1,100
